TransactionIndex,AlbarakaIndex,Number of ALB Indexes,GrandeLivreIndex,Number of GL Indexes,Date Discrepancy,Amount,Amount Discrepancy,Post Day,Post Month,Post Year,Value Day,Value Month,Value Year,libdesc,reftran,GL Memo,Bank Account,Bank Name,Bank Currency,GL Company
19526,[19743],1,[2716],1,0,-13393.36,,28,11,2011,28,11,2011,retraitespeces,rcashba,r-cash abdoul 13393.36$,8.40E+12,USD,USD,best usd
19527,[19744],1,[2717],1,0,-2021.05,,28,11,2011,28,11,2011,retraitespeces,rcashste,r-cash stef ano 2021.05$,8.40E+12,USD,USD,best usd
19550,[19767],1,[2738],1,0,-3391.01,,6,12,2011,6,12,2011,retraitespeces,rcashgae,r-cash stef ano 3391.01$,8.40E+12,USD,USD,best usd
19551,[19768],1,[2737],1,0,-2008,,6,12,2011,6,12,2011,retraitespeces,rcashrob,r-cash bob 2008$,8.40E+12,USD,USD,best usd
19580,[19799],1,[2768],1,0,-2580.68,,9,1,2012,9,1,2012,retraitespeces,rcashrob,r-cash bob 2580.68$,8.40E+12,USD,USD,al baraka usd
19581,[19800],1,[2769],1,0,-1925.42,,9,1,2012,9,1,2012,retraitespeces,rcashste,r-cash gaeta 1925.42$,8.40E+12,USD,USD,al baraka usd
19590,[19809],1,[2778],1,0,-2643.73,,25,1,2012,25,1,2012,retraitespeces,rcashahm,r-cash ahmed 2643.73$,8.40E+12,USD,USD,al baraka usd
19597,[19816],1,[2785],1,0,-1980.39,,1,2,2012,1,2,2012,retraitespeces,rcashba,r-cash abdul 1980.39$,8.40E+12,USD,USD,al baraka usd
15434,[15577],1,[13110],1,0,-10000,,20,2,2012,20,2,2012,retraitespeces,rcashrid,r-cash avance/s.base,7.89E+12,CTD,TNC,al baraka tnc
19614,[19833],1,[2803],1,1,-2700.76,,29,2,2012,29,2,2012,retraitespeces,rcashbac,r-cash bob 2700.76$,8.40E+12,USD,USD,al baraka usd
19615,[19834],1,[2804],1,1,-1851.4,,29,2,2012,29,2,2012,retraitespeces,rcashbac,r-cash bfg 1851.4$,8.40E+12,USD,USD,al baraka usd
19618,[19837],1,[2801],1,1,-4085.04,,29,2,2012,29,2,2012,retraitespeces,rcashbac,r-cash bfg 4085.04$,8.40E+12,USD,USD,al baraka usd
19616,[19835],1,[2805],1,1,-2700.76,,29,2,2012,29,2,2012,retraitespeces,rcashrob,r-cash bfg 2700.76$,8.40E+12,USD,USD,al baraka usd
19617,[19836],1,[2802],1,1,-4016,,29,2,2012,29,2,2012,retraitespeces,rcashrob,r-cash bob 4016$,8.40E+12,USD,USD,al baraka usd
19613,[19832],1,[2806],1,1,-8102.28,,29,2,2012,29,2,2012,retraitespeces,rcashste,r-cash geata 8102.28$,8.40E+12,USD,USD,al baraka usd
19659,[19878],1,[2848],1,0,-2623.45,,16,4,2012,16,4,2012,retraitespeces,rcashrob,r-cash bob 2623.45$,8.40E+12,USD,USD,al baraka usd
19660,[19879],1,[2849],1,0,-1967.59,,16,4,2012,16,4,2012,retraitespeces,rcashste,r-cash stef ano 1967.59$,8.40E+12,USD,USD,al baraka usd
19669,[19888],1,[2858],1,-1,-6651.5,,25,4,2012,25,4,2012,retraitespeces,rcashbac,r-cash bfg 6651.5$,8.40E+12,USD,USD,al baraka usd
19671,[19890],1,[2859],1,0,-4004.76,,27,4,2012,27,4,2012,retraitespeces,rcashrob,r-cash bob 4004.76$,8.40E+12,USD,USD,al baraka usd
19676,[19895],1,[2864],1,1,-3006.98,,7,5,2012,7,5,2012,retraitespeces,rcashabd,r-cash omrane 3006.98$,8.40E+12,USD,USD,al baraka usd
19678,[19897],1,[2866],1,1,-3955.06,,7,5,2012,7,5,2012,retraitespeces,rcashbac,r-cash bfg 3955.06$,8.40E+12,USD,USD,al baraka usd
19677,[19896],1,[2865],1,1,-2636.7,,7,5,2012,7,5,2012,retraitespeces,rcashste,r-cash stef ano 2636.7$,8.40E+12,USD,USD,al baraka usd
19687,[19906],1,[2875],1,0,-3077.7,,15,5,2012,15,5,2012,retraitespeces,rcashabd,r-cash amrane 3077.7$,8.40E+12,USD,USD,al baraka usd
19688,[19907],1,[2876],1,0,-3232.88,,15,5,2012,15,5,2012,retraitespeces,rcashba,r-cash abdul 3232.88$,8.40E+12,USD,USD,al baraka usd
19689,[19908],1,[2877],1,0,-2556.18,,21,5,2012,21,5,2012,retraitespeces,rcashste,r-cash stef ano 2556.18$,8.40E+12,USD,USD,al baraka usd
19692,[19911],1,[2880],1,0,-5020,,24,5,2012,24,5,2012,retraitespeces,rcashrob,r-cash bob 5020$,8.40E+12,USD,USD,al baraka usd
19707,[19927],1,[2892],1,2,-4850.24,,7,6,2012,7,6,2012,retraitespeces,rcashbac,r-cash bfg 4850.24$,8.40E+12,USD,USD,al baraka usd
19706,[19926],1,[2891],1,2,-4850.24,,7,6,2012,7,6,2012,retraitespeces,rcashste,r-cash stef ano 4850.24$,8.40E+12,USD,USD,al baraka usd
19742,[19963],1,[2929],1,0,-2489.12,,14,8,2012,14,8,2012,retraitespeces,rcashbac,r-cash bfg 2489.12$,8.40E+12,USD,USD,al baraka usd
19743,[19964],1,[2930],1,0,-2489.12,,14,8,2012,14,8,2012,retraitespeces,rcashrob,r-cash bob 2489.12$,8.40E+12,USD,USD,al baraka usd
19745,[19966],1,[2932],1,0,-8175.06,,15,8,2012,15,8,2012,retraitespeces,rcashbac,r-cash bfg 8175.06$,8.40E+12,USD,USD,al baraka usd
